Allocations for Section 18004(a)(1) of the CARES Act,,,
,,,
OPEID,School,Total Allocation ($),"Minimum Allocation to
be Awarded for
Emergency Financial Aid
Grants to Students ($)"
2548800,South Texas Vocational Technical Institute,"1,455,120.00","727,560.00"
357400,Howard County Junior College District,"1,454,607.00","727,304.00"
990300,Vance - Granville Community College,"1,453,645.00","726,823.00"
1072400,Albizu University,"1,453,598.00","726,799.00"
405700,National American University,"1,453,446.00","726,723.00"
536000,Tennessee College Of Applied Technology-Memphis,"1,453,214.00","726,607.00"
188700,Simpson College,"1,453,050.00","726,525.00"
807600,John A. Logan College,"1,452,644.00","726,322.00"
296800,Saint Augustine'S University,"1,450,038.00","725,019.00"
170100,Kaskaskia College,"1,449,286.00","724,643.00"
4038600,Bridgevalley Community And Technical College,"1,445,025.00","722,513.00"
1226100,North Arkansas College,"1,444,804.00","722,402.00"
328800,Lebanon Valley College,"1,442,705.00","721,353.00"
339100,Waynesburg University,"1,442,703.00","721,352.00"
381300,Glenville State College,"1,440,768.00","720,384.00"
216800,Cape Cod Community College,"1,440,010.00","720,005.00"
379900,Walla Walla University,"1,437,520.00","718,760.00"
325300,Dickinson College,"1,436,068.00","718,034.00"
238900,University Of Minnesota - Morris,"1,434,554.00","717,277.00"
297000,Surry Community College,"1,433,250.00","716,625.00"
3029700,Universal Technology College  Of  Puerto Rico,"1,432,599.00","716,300.00"
212200,Bay Path University,"1,431,166.00","715,583.00"
1300500,Olympian Academy Of Cosmetology,"1,430,238.00","715,119.00"
223600,Alma College,"1,429,939.00","714,970.00"
976700,Olive-Harvey College,"1,429,900.00","714,950.00"
968400,Blue Ridge Community College,"1,426,892.00","713,446.00"
527700,Eastern Maine Community College,"1,426,773.00","713,387.00"
328000,Keystone College,"1,425,853.00","712,927.00"
367200,Lds Business College,"1,422,523.00","711,262.00"
358600,Lubbock Christian University,"1,422,450.00","711,225.00"
1025600,Benedictine College,"1,420,495.00","710,248.00"
140100,Post University,"1,419,702.00","709,851.00"
379700,University Of Puget Sound,"1,418,056.00","709,028.00"
303700,College Of Wooster (The),"1,417,795.00","708,898.00"
531300,North Central State College,"1,410,128.00","705,064.00"
336600,Saint Francis University,"1,409,610.00","704,805.00"
364100,Texas Lutheran University,"1,408,194.00","704,097.00"
291000,Belmont Abbey College,"1,407,500.00","703,750.00"
1170700,North-West College,"1,406,776.00","703,388.00"
2110200,Columbia College Hollywood,"1,405,837.00","702,919.00"
349600,King University,"1,405,253.00","702,627.00"
384800,Edgewood College,"1,402,919.00","701,460.00"
350500,Maryville College,"1,401,887.00","700,944.00"
298300,Wilkes Community College,"1,401,082.00","700,541.00"
257500,Franklin Pierce University,"1,400,647.00","700,324.00"
285300,Suny Maritime College,"1,400,241.00","700,121.00"
199400,Hopkinsville Community College,"1,399,325.00","699,663.00"
709900,Virginia Highlands Community College,"1,398,769.00","699,385.00"
112700,California College Of The Arts,"1,397,586.00","698,793.00"
3889300,Stanbridge University,"1,395,629.00","697,815.00"
2107800,University Of Hawaii - West Oahu,"1,395,000.00","697,500.00"
962900,Mountain Empire Community College,"1,394,924.00","697,462.00"
294700,Mitchell Community College,"1,393,025.00","696,513.00"
329300,Lycoming College,"1,392,658.00","696,329.00"
244900,Avila University,"1,391,760.00","695,880.00"
201400,Louisiana State University Health Sciences Center,"1,391,236.00","695,618.00"
328400,Lafayette College,"1,391,019.00","695,510.00"
328500,Lancaster Bible College,"1,389,655.00","694,828.00"
288000,Ulster County Community College,"1,387,075.00","693,538.00"
255500,Nebraska Wesleyan University,"1,382,752.00","691,376.00"
680700,Community College Of Beaver County,"1,381,963.00","690,982.00"
280500,Roberts Wesleyan College,"1,381,405.00","690,703.00"
2166200,Iti Technical College,"1,381,165.00","690,583.00"
1006000,Vernon College,"1,381,106.00","690,553.00"
187400,Luther College,"1,380,684.00","690,342.00"
141400,Trinity College,"1,376,444.00","688,222.00"
576100,L. E. Fletcher Technical Community College,"1,375,120.00","687,560.00"
3068200,Ohio Media School,"1,374,115.00","687,058.00"
170500,Illinois Valley Community College,"1,373,121.00","686,561.00"
2330100,Pioneer Pacific College,"1,373,074.00","686,537.00"
3542400,Copper Mountain College,"1,372,962.00","686,481.00"
104100,Spring Hill College,"1,372,682.00","686,341.00"
196800,Kentucky State University,"1,372,077.00","686,039.00"
368400,Champlain College,"1,368,260.00","684,130.00"
1248300,Paul Mitchell The School Dallas,"1,367,452.00","683,726.00"
205000,University Of New England,"1,365,831.00","682,916.00"
1087900,Richland Community College,"1,365,509.00","682,755.00"
1036300,Western Nevada College,"1,363,469.00","681,735.00"
137400,Albertus Magnus College,"1,362,920.00","681,460.00"
2337700,Professional Skills Institute,"1,362,751.00","681,376.00"
147800,Edward Waters College,"1,361,209.00","680,605.00"
385400,Lakeland University,"1,361,111.00","680,556.00"
243300,Rust College,"1,359,587.00","679,794.00"
407200,Northwood University,"1,358,224.00","679,112.00"
237900,Saint John'S University,"1,357,136.00","678,568.00"
238500,Northland Community And Technical College,"1,355,409.00","677,705.00"
349200,Freed Hardeman University,"1,353,998.00","676,999.00"
137200,Western Colorado University,"1,353,339.00","676,670.00"
265400,New Mexico Institute Of Mining & Technology,"1,353,197.00","676,599.00"
676000,University Of Maine - Augusta,"1,351,526.00","675,763.00"
326200,Elizabethtown College,"1,350,544.00","675,272.00"
343600,Limestone College,"1,350,503.00","675,252.00"
117800,College Of Marin,"1,347,945.00","673,973.00"
2222700,Francis Tuttle Technology Center School District No. 21,"1,347,306.00","673,653.00"
326700,Geneva College,"1,347,254.00","673,627.00"
824600,Dine College,"1,346,931.00","673,466.00"
110200,Ouachita Baptist University,"1,344,385.00","672,193.00"
4263600,Northeast Lakeview College,"1,343,444.00","671,722.00"
294300,Louisburg College,"1,342,704.00","671,352.00"
354300,Austin College,"1,342,606.00","671,303.00"
169600,Illinois Wesleyan University,"1,341,680.00","670,840.00"
1179900,Paul Mitchell The School Fayetteville,"1,340,711.00","670,356.00"
2089600,Concorde Career Institute,"1,340,456.00","670,228.00"
222700,Wheaton College,"1,338,514.00","669,257.00"
357300,Hill College,"1,336,557.00","668,279.00"
4192800,Be'Er Yaakov Talmudic Seminary,"1,335,069.00","667,535.00"
338900,Washington And Jefferson College,"1,334,327.00","667,164.00"
2272400,Eastern College Of Health Vocations,"1,332,068.00","666,034.00"
708500,Mount Vernon Nazarene University,"1,330,478.00","665,239.00"
200100,Thomas More University,"1,329,216.00","664,608.00"
170400,Knox College,"1,328,070.00","664,035.00"
343100,Converse College,"1,326,683.00","663,342.00"
767800,Spartan College Of Aeronautics And Technology,"1,326,190.00","663,095.00"
2588200,Douglas J Aveda Institute,"1,324,125.00","662,063.00"
803800,Middlesex Community College,"1,323,379.00","661,690.00"
248900,Missouri Valley College,"1,322,917.00","661,459.00"
344700,Spartanburg Methodist College,"1,322,353.00","661,177.00"
520800,College Of Westchester (The),"1,320,712.00","660,356.00"
1287000,Southern State Community College,"1,319,577.00","659,789.00"
208000,Maryland Institute College Of Art,"1,318,621.00","659,311.00"
4229500,Texas A&M University - Central Texas,"1,318,324.00","659,162.00"
110000,John Brown University,"1,316,339.00","658,170.00"
2515400,City College,"1,316,096.00","658,048.00"
230800,Olivet College,"1,315,786.00","657,893.00"
215300,Gordon College,"1,311,252.00","655,626.00"
170000,Judson University,"1,311,084.00","655,542.00"
1167200,Mendocino College,"1,309,837.00","654,919.00"
218700,Massachusetts College Of Liberal Arts,"1,309,397.00","654,699.00"
198800,Union College,"1,308,850.00","654,425.00"
464100,Dunwoody College Of Technology,"1,304,369.00","652,185.00"
1050900,Hallmark University,"1,304,065.00","652,033.00"
377900,Grays Harbor College,"1,303,394.00","651,697.00"
229400,Monroe County Community College,"1,300,516.00","650,258.00"
2357700,Paul Mitchell The School Houston,"1,300,078.00","650,039.00"
855700,Nash Community College,"1,299,061.00","649,531.00"
569900,George Corley Wallace State Community College - Selma,"1,298,325.00","649,163.00"
214000,College Of Our Lady Of The Elms,"1,298,135.00","649,068.00"
1465900,Oglala Lakota College,"1,297,595.00","648,798.00"
146800,Saint Thomas University,"1,296,380.00","648,190.00"
380900,Bluefield State College,"1,296,174.00","648,087.00"
689500,University Of Nebraska Medical Center,"1,295,673.00","647,837.00"
746600,Lim College,"1,293,881.00","646,941.00"
1002700,James A. Rhodes State College,"1,292,073.00","646,037.00"
189600,Wartburg College,"1,289,269.00","644,635.00"
117300,Pomona College,"1,285,644.00","642,822.00"
991000,Technical College Of The Lowcountry - Beaufort Campus,"1,283,989.00","641,995.00"
377700,Heritage University,"1,283,643.00","641,822.00"
155600,Brenau University,"1,283,197.00","641,599.00"
303300,Mount St. Joseph University,"1,282,973.00","641,487.00"
191900,Garden City Community College,"1,282,005.00","641,003.00"
391100,Viterbo University,"1,279,908.00","639,954.00"
158600,Oglethorpe University,"1,279,508.00","639,754.00"
170900,Lincoln College,"1,279,507.00","639,754.00"
158900,Reinhardt University,"1,278,399.00","639,200.00"
365100,University Of Dallas,"1,277,096.00","638,548.00"
3019800,Pci Health Training Center,"1,276,232.00","638,116.00"
299400,Minot State University,"1,275,782.00","637,891.00"
295500,Pfeiffer University,"1,274,850.00","637,425.00"
308500,Notre Dame College Of Ohio,"1,274,119.00","637,060.00"
1257400,Ringling College Of Art And Design,"1,273,220.00","636,610.00"
187300,Loras College,"1,272,730.00","636,365.00"
233500,Riverland Community College,"1,272,243.00","636,122.00"
273400,Houghton College,"1,272,224.00","636,112.00"
2260500,Summit Academy Opportunities Industrialization Center,"1,272,165.00","636,083.00"
178700,Bethel University,"1,269,847.00","634,924.00"
769000,Kankakee Community College,"1,267,153.00","633,577.00"
336200,Seton Hill University,"1,266,845.00","633,423.00"
4203400,Arkansas State University - Newport,"1,266,638.00","633,319.00"
207600,Hood College,"1,265,284.00","632,642.00"
339200,Westminster College,"1,265,227.00","632,614.00"
544700,Randolph Community College,"1,264,255.00","632,128.00"
370900,Emory & Henry College,"1,262,240.00","631,120.00"
3066500,Southeastern Technical College,"1,258,784.00","629,392.00"
102900,University Of Mobile,"1,257,422.00","628,711.00"
373800,Southern Virginia University,"1,257,205.00","628,603.00"
2527500,Houston Training Schools,"1,254,446.00","627,223.00"
4263400,Florida Polytechnic University,"1,253,303.00","626,652.00"
379400,Saint Martin'S University,"1,252,197.00","626,099.00"
1301600,Ogle School Hair Skin Nails,"1,248,354.00","624,177.00"
696200,Hazard Community And Technical College,"1,248,333.00","624,167.00"
307200,Malone University,"1,247,915.00","623,958.00"
1281300,John Wood Community College,"1,245,792.00","622,896.00"
203900,Colby College,"1,244,996.00","622,498.00"
119600,Dominican University Of California,"1,244,783.00","622,392.00"
2320900,Tidewater Tech,"1,243,306.00","621,653.00"
218100,Massachusetts Maritime Academy,"1,242,689.00","621,345.00"
383000,West Virginia Wesleyan College,"1,242,558.00","621,279.00"
101500,Enterprise State Community College,"1,240,737.00","620,369.00"
885500,Edgecombe Community College,"1,239,795.00","619,898.00"
168800,Illinois College,"1,239,311.00","619,656.00"
103800,Snead State Community College,"1,239,198.00","619,599.00"
219700,Nichols College,"1,236,801.00","618,401.00"
223800,Andrews University,"1,236,555.00","618,278.00"
3090800,Lake Erie College Of Osteopathic Medicine,"1,233,436.00","616,718.00"
563800,Downey Adult School,"1,232,716.00","616,358.00"
1275000,Edison State Community College,"1,229,604.00","614,802.00"
728700,Brazosport College,"1,228,723.00","614,362.00"
4210100,Stella And Charles Guttman Community College,"1,228,352.00","614,176.00"
3071600,College Of Business & Technology,"1,227,280.00","613,640.00"
174800,Rockford University,"1,225,910.00","612,955.00"
101900,Huntingdon College,"1,225,333.00","612,667.00"
381800,University Of Charleston,"1,222,988.00","611,494.00"
188000,Mount Mercy University,"1,221,083.00","610,542.00"
291800,Davidson College,"1,220,411.00","610,206.00"
191000,Coffeyville Community College,"1,219,871.00","609,936.00"
2278100,Santa Fe Community College,"1,219,106.00","609,553.00"
376100,Wytheville Community College,"1,217,475.00","608,738.00"
361600,Southwestern Assemblies Of God University,"1,215,532.00","607,766.00"
1115000,Asnuntuck Community College,"1,215,438.00","607,719.00"
345800,Augustana University,"1,215,394.00","607,697.00"
925600,Moraine Park Technical College,"1,215,286.00","607,643.00"
3856300,Universal Career School,"1,214,724.00","607,362.00"
808200,Cleveland Community College,"1,214,574.00","607,287.00"
154700,Point University,"1,214,025.00","607,013.00"
362000,Southwestern University,"1,213,449.00","606,725.00"
497200,Galveston College,"1,212,226.00","606,113.00"
3542300,Concorde Career College,"1,209,817.00","604,909.00"
147200,Chipola College,"1,208,491.00","604,246.00"
159100,Shorter University,"1,208,080.00","604,040.00"
190200,Cowley County Community College & Area Vocational Technical School,"1,206,714.00","603,357.00"
104400,Stillman College,"1,206,208.00","603,104.00"
351900,Rhodes College,"1,205,945.00","602,973.00"
398700,La Roche University,"1,205,918.00","602,959.00"
223900,Aquinas College,"1,204,512.00","602,256.00"
258200,Manchester Community College,"1,203,670.00","601,835.00"
137900,Connecticut College,"1,202,711.00","601,356.00"
4057300,Asher College,"1,201,948.00","600,974.00"
183600,Saint Mary'S College,"1,201,641.00","600,821.00"
337000,Swarthmore College,"1,200,865.00","600,433.00"
703200,Midamerica Nazarene University,"1,199,713.00","599,857.00"
134300,Woodbury University,"1,199,479.00","599,740.00"
466100,Hampshire College,"1,199,199.00","599,600.00"
1302700,Yeshivath Viznitz,"1,198,248.00","599,124.00"
4161800,Brandman University,"1,196,618.00","598,309.00"
2538300,Delta College Of Arts & Technology,"1,192,751.00","596,376.00"
3434300,Fortis College,"1,192,474.00","596,237.00"
352500,Tennessee Wesleyan University,"1,192,356.00","596,178.00"
183000,Rose - Hulman Institute Of Technology,"1,191,507.00","595,754.00"
304800,Heidelberg University,"1,190,956.00","595,478.00"
186800,Grinnell College,"1,190,471.00","595,236.00"
2460000,University Of Puerto Rico - Medical Science Campus,"1,190,264.00","595,132.00"
272800,Hamilton College,"1,189,507.00","594,754.00"
161500,University Of Hawaii Maui College,"1,187,907.00","593,954.00"
846600,Southwestern Community College,"1,187,630.00","593,815.00"
570700,Southeast Arkansas College,"1,187,530.00","593,765.00"
369400,Saint Michael'S College,"1,186,800.00","593,400.00"
303500,Ohio Dominican University,"1,186,525.00","593,263.00"
3957300,Blue Ridge Community And Technical College,"1,185,596.00","592,798.00"
711900,Rend Lake College,"1,182,264.00","591,132.00"
361000,Schreiner University,"1,181,201.00","590,601.00"
227500,Kalamazoo College,"1,178,454.00","589,227.00"
393000,Northern Wyoming Community College District,"1,175,360.00","587,680.00"
3066900,Intellitec College,"1,174,578.00","587,289.00"
